"X.AUTHID","sent_seq_id","binLabelScr","WhetherNeg","NegScr","target_entities","target_ent_size","spec_domain","binScrLevel0","binScrLevel1","binScrLevel2","whetherCentral","sent_rec_scr"
"b'http://blogs.zebra.com/all-hail-the-consumer-why-convenience-is-key'",207,0.2,0,0,"It","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/all-hail-the-consumer-why-convenience-is-key'",208,0.4,0,0,"Staff","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/all-hail-the-consumer-why-convenience-is-key'",212,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/all-hail-the-consumer-why-convenience-is-key'",210,0.6,0,0.064,"(No subject)","0","zebra","0",1,0,0,1
"b'http://blogs.zebra.com/all-hail-the-consumer-why-convenience-is-key'",211,0.6,0,0.037,"[]","0","zebra","0",1,0,0,1
"b'http://blogs.zebra.com/amazon-dash-fad-or-future'",233,0.4,1,0.158,"['we', 'doubt retailers', 'e', 'we']","4","zebra","1",0,0,2,6
"b'http://blogs.zebra.com/amazon-dash-fad-or-future'",231,0.4,1,0.215,"['you', 'coffee']","2","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/amazon-dash-fad-or-future'",219,0.4,1,0.073,"Dash buttons","1","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/amazon-dash-fad-or-future'",238,0.4,1,0.071,"['surprise retailers', 'inconveniences']","2","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/amazon-dash-fad-or-future'",236,0.4,0,0,"['customers', 'Tesco', 'frictionless shopping e. Customers']","3","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/amazon-dash-fad-or-future'",222,0,0,0,"['Amazon Dash', 'you']","2","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/amazon-dash-fad-or-future'",226,0.4,0,0,"I","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/amazon-dash-fad-or-future'",241,0.4,0,0,"checkouts","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/amazon-dash-fad-or-future'",223,0.2,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/amazon-dash-fad-or-future'",246,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/author/patrick-groot-nuelend'",256,0.2,0,0,"['we', 'Access Point']","2","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/author/patrick-groot-nuelend'",255,0,0,0,"['we']","1","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/author/patrick-groot-nuelend'",252,0.2,0,0,"['area networks', 'you']","2","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/author/patrick-groot-nuelend'",253,0.2,0,0,"['people', 'people']","2","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/author/patrick-groot-nuelend'",248,0.2,0,0,"I","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/author/patrick-groot-nuelend'",254,0.2,0,0,"['It']","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/author/patrick-groot-nuelend'",250,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/author/patrick-groot-nuelend'",257,0.2,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/big-data-and-the-retail-industry'",264,0.4,1,0.227,"world","1","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/big-data-and-the-retail-industry'",272,0.4,1,0.123,"['influences', 'I']","2","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/big-data-and-the-retail-industry'",282,0.4,1,0.104,"['ads', 'attention']","2","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/big-data-and-the-retail-industry'",279,0.2,1,0.061,"['data', 'infrastructure']","2","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/big-data-and-the-retail-industry'",270,0.6,0,0.052,"['retailers', 'you', 'data']","3","zebra","0",1,0,1,3
"b'http://blogs.zebra.com/big-data-and-the-retail-industry'",283,0.2,0,0,"['reality e', 'screen interfaces', 'I']","3","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/big-data-and-the-retail-industry'",268,0.4,0,0,"sales","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/big-data-and-the-retail-industry'",269,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/big-data-and-the-retail-industry'",286,0.6,0,0,"data","1","zebra","0",1,0,0,1
"b'http://blogs.zebra.com/big-data-and-the-retail-industry'",275,0.6,0,0,"(No subject)","0","zebra","0",1,0,0,1
"b'http://blogs.zebra.com/blog/bid/52555/Public-Safety-Suffering-eCitation-is-the-Perfect-Combatant'",300,0.4,1,0.211,"(No subject)","0","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/blog/bid/52555/Public-Safety-Suffering-eCitation-is-the-Perfect-Combatant'",292,0.4,1,0.196,"(No subject)","0","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/blog/bid/52555/Public-Safety-Suffering-eCitation-is-the-Perfect-Combatant'",291,0.4,1,0.081,"(No subject)","0","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/blog/bid/52555/Public-Safety-Suffering-eCitation-is-the-Perfect-Combatant'",287,0.2,1,0.079,"Public safety","1","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/blog/bid/52555/Public-Safety-Suffering-eCitation-is-the-Perfect-Combatant'",296,0.4,0,0.124,"loss","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/blog/bid/52555/Public-Safety-Suffering-eCitation-is-the-Perfect-Combatant'",302,0.2,0,0.061,"['eCitation', 'it', 'law enforcement agencies']","3","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/blog/bid/52555/Public-Safety-Suffering-eCitation-is-the-Perfect-Combatant'",289,0.2,0,0,"eCitation systems","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/blog/bid/52555/Public-Safety-Suffering-eCitation-is-the-Perfect-Combatant'",293,0.4,0,0,"eCitation system","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/blog/bid/52555/Public-Safety-Suffering-eCitation-is-the-Perfect-Combatant'",297,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/blog/bid/52555/Public-Safety-Suffering-eCitation-is-the-Perfect-Combatant'",301,0.6,0,0,"['it', 'systems', 'they']","3","zebra","0",1,0,0,1
"b'http://blogs.zebra.com/blog/bid/59489/5-Hot-Topics-in-Retail-Technology-2-Apple-s-iPad'",312,0.4,0,0,"['sales staff', 'customers']","2","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/blog/bid/59489/5-Hot-Topics-in-Retail-Technology-2-Apple-s-iPad'",314,0.4,0,0,"['applications', 'Things Remembered', 'customers', 'Delta airlines', 'passengers', 'customers', 'City Sports', 'sales associates', 'Pumas iPad stations', 'customers', 'Pumas iPad stations', 'Cosmopolitan Hotel', 'guests', 'iPad']","14","zebra","1",0,0,4,4
"b'http://blogs.zebra.com/blog/bid/59489/5-Hot-Topics-in-Retail-Technology-2-Apple-s-iPad'",309,0.4,0,0,"['retailers']","1","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/blog/bid/59489/5-Hot-Topics-in-Retail-Technology-2-Apple-s-iPad'",305,0.4,0,0,"['%', 'it', 'it']","3","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/blog/bid/59489/5-Hot-Topics-in-Retail-Technology-2-Apple-s-iPad'",306,0.4,0,0,"['it', 'momentum', 'POS']","3","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/blog/bid/59489/5-Hot-Topics-in-Retail-Technology-2-Apple-s-iPad'",307,0.4,0,0,"['VDC Research', 'market']","2","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/blog/bid/59489/5-Hot-Topics-in-Retail-Technology-2-Apple-s-iPad'",308,0.4,0,0,"chains","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/blog/bid/59489/5-Hot-Topics-in-Retail-Technology-2-Apple-s-iPad'",313,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",330,0.4,1,0.14,"investment","1","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",332,0.2,0,0.026,"['it', 'connect customers', 'connect customers', 'retailers', 'it', 'connect customers', 'shoppers', 'products']","8","zebra","1",0,0,3,4
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",342,0.4,0,0,"['technologies', 'shoppers', 'customers']","3","zebra","1",0,0,3,4
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",335,0.4,0,0,"['we', 'customer shopping apps']","2","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",338,0.4,0,0,"['retailers', 'customer']","2","zebra","1",0,0,2,4
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",325,0.2,0,0,"customers","1","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",339,0.4,0,0,"customers","1","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",322,0.4,0,0.092,"[]","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/building-relationships-through-data-connectivity'",340,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/field-service-gets-smart-an-interview-with-zebra-technologies'",360,0.6,1,0.149,"['Jim Hilton', 'manufacturers', 'it', 'businesses']","4","zebra","0",1,0,3,6
"b'http://blogs.zebra.com/field-service-gets-smart-an-interview-with-zebra-technologies'",354,0.4,1,0.217,"['you', 'machine']","2","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/field-service-gets-smart-an-interview-with-zebra-technologies'",367,0.6,1,0.119,"['It', 'you', 'you']","3","zebra","0",1,0,0,5
"b'http://blogs.zebra.com/field-service-gets-smart-an-interview-with-zebra-technologies'",365,0.2,0,0.095,"Jim Hilton","1","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/field-service-gets-smart-an-interview-with-zebra-technologies'",359,0.4,0,0,"['manufacturers', 'service contracts customers']","2","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/field-service-gets-smart-an-interview-with-zebra-technologies'",347,0.6,0,0,"['Jim Hilton']","1","zebra","0",1,0,1,3
"b'http://blogs.zebra.com/field-service-gets-smart-an-interview-with-zebra-technologies'",352,0.2,0,0,"['process', 'you']","2","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/field-service-gets-smart-an-interview-with-zebra-technologies'",358,0.4,0,0,"['service organizations', 'users']","2","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/field-service-gets-smart-an-interview-with-zebra-technologies'",355,0.4,0,0,"sort","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/field-service-gets-smart-an-interview-with-zebra-technologies'",361,0.4,0,0,"emergence","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/field-service-gets-smart-an-interview-with-zebra-technologies'",344,0.6,0,0,"(No subject)","0","zebra","0",1,0,0,1
"b'http://blogs.zebra.com/how-can-retailers-harness-mobile-technology-effectively'",377,0.4,0,0.113,"['I', 'retailers', 'retailers']","3","zebra","1",0,0,2,4
"b'http://blogs.zebra.com/how-can-retailers-harness-mobile-technology-effectively'",387,0.2,0,0.071,"['devices', 'threat', 'it']","3","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/how-can-retailers-harness-mobile-technology-effectively'",380,0.4,0,0,"['brands', 'us', 'retailers']","3","zebra","1",0,0,3,4
"b'http://blogs.zebra.com/how-can-retailers-harness-mobile-technology-effectively'",386,0.4,0,0,"['technology', 'we', 'consumers']","3","zebra","1",0,0,2,4
"b'http://blogs.zebra.com/how-can-retailers-harness-mobile-technology-effectively'",383,0.4,0,0.077,"Loyalty programmes","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/how-can-retailers-harness-mobile-technology-effectively'",388,0.4,0,0,"technology","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/how-can-retailers-harness-mobile-technology-effectively'",368,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/how-can-retailers-harness-mobile-technology-effectively'",370,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/how-can-retailers-harness-mobile-technology-effectively'",372,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/how-can-retailers-harness-mobile-technology-effectively'",378,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/ios-8-impact-on-locationing-analytics'",401,0.2,1,0.081,"(No subject)","0","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/ios-8-impact-on-locationing-analytics'",397,0,0,0,"['customer', 'customer device']","2","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/ios-8-impact-on-locationing-analytics'",399,0.2,0,0,"['customer', 'analytics platform']","2","zebra","1",0,0,2,4
"b'http://blogs.zebra.com/ios-8-impact-on-locationing-analytics'",406,0.2,0,0,"['use', 'device']","2","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/ios-8-impact-on-locationing-analytics'",400,0.4,0,0,"customer","1","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/ios-8-impact-on-locationing-analytics'",393,0.2,0,0,"['I', 'I']","2","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/ios-8-impact-on-locationing-analytics'",394,0.2,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/ios-8-impact-on-locationing-analytics'",410,0.2,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/loyalty-how-retail-analytics-makes-us-more-human'",420,0.4,1,0.327,"['danger', 'personalisation']","2","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/loyalty-how-retail-analytics-makes-us-more-human'",431,0.4,1,0.156,"(No subject)","0","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/loyalty-how-retail-analytics-makes-us-more-human'",423,0.4,1,0.149,"It","1","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/loyalty-how-retail-analytics-makes-us-more-human'",411,0.6,1,0.066,"['A report', '%']","2","zebra","0",1,0,0,5
"b'http://blogs.zebra.com/loyalty-how-retail-analytics-makes-us-more-human'",419,0.4,0,0,"['we', 'we', 'we', 'we']","4","zebra","1",0,0,4,4
"b'http://blogs.zebra.com/loyalty-how-retail-analytics-makes-us-more-human'",435,0.4,0,0,"['Store', 'retailers', 'customer']","3","zebra","1",0,0,2,4
"b'http://blogs.zebra.com/loyalty-how-retail-analytics-makes-us-more-human'",440,0.4,0,0,"['e', 'member']","2","zebra","1",0,0,1,4
"b'http://blogs.zebra.com/loyalty-how-retail-analytics-makes-us-more-human'",436,0.4,0,0,"['I', 'I', 'it', 'I']","4","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/loyalty-how-retail-analytics-makes-us-more-human'",439,0.4,0,0,"['I', 'I', 'I']","3","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/loyalty-how-retail-analytics-makes-us-more-human'",434,0.4,0,0,"Zebra One Store solution","1","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/loyalty-how-retail-analytics-makes-us-more-human'",415,0.4,0,0,"(No subject)","0","zebra","1",0,0,0,2
"b'http://blogs.zebra.com/oem-technology-the-smarter-kitchen'",460,0.4,1,0.253,"['bar code', 'recipe book']","2","zebra","1",0,0,0,5
"b'http://blogs.zebra.com/oem-technology-the-smarter-kitchen'",446,0.2,0,0,"['we', 'you']","2","zebra","1",0,0,1,4
